sentence_id,sentence,code_switch,aspect,opinion,valence,arousal
375,ye picture dene ki keya jarurst hai apne sathi amp coach amp officer ko batati,ye:HI picture:EN dene:HI ki:HI keya:HI jarurst:HI hai:HI apne:HI sathi:HI amp:EN coach:EN amp:EN officer:EN ko:HI batati:HI,picture,dene ki keya jarurst hai,0.15,0.75
320,apne jo accha lge whi krna chahie that s a good attitude,apne:HI jo:HI accha:HI lge:HI whi:EN krna:HI chahie:HI that:EN s:EN a:EN good:EN attitude:EN,attitude,that s a good attitude,0.791,0.508
274,khi jin ke plots he woh khud he kuch kar lein apne difa ke liye warna isi tarhan har chiz pe qabza ho jany ke lie ready rahe,khi:HI jin:HI ke:HI plots:EN he:HI woh:HI khud:HI he:HI kuch:HI kar:HI lein:HI apne:HI difa:HI ke:HI liye:HI warna:HI isi:HI tarhan:HI har:HI chiz:HI pe:HI qabza:HI ho:HI jany:EN ke:HI lie:EN ready:EN rahe:HI,plots,woh khud he kuch kar lein apne difa ke liye warna isi tarhan har chiz pe qabza ho jany ke lie ready rahe,0.359,0.644
142,06 apne sewa ur koi larka nai kia bat ha bro ap ki,06:EN apne:HI sewa:HI ur:EN koi:HI larka:HI nai:HI kia:HI bat:EN ha:HI bro:EN ap:HI ki:HI,larka,apne sewa ur koi larka nai kia bat ha bro ap ki,0.53,0.39
112,bat yekdam shahi h lekin ish bat ko koi accept nahi karta h apne upar bat dusro ko bolega,bat:EN yekdam:HI shahi:HI h:EN lekin:HI ish:HI bat:EN ko:HI koi:HI accept:EN nahi:HI karta:HI h:EN apne:HI upar:HI bat:EN dusro:HI ko:HI bolega:HI,bat,yekdam shahi h,0.85,0.5
28,sid sidhearts ke pass itna time nhi h hm apne ideal me busy h but hote to itna sa markar insta pr rone ke layk nhi chodhte,sid:EN sidhearts:HI ke:HI pass:EN itna:HI time:EN nhi:HI h:EN hm:HI apne:HI ideal:EN me:HI busy:EN h:EN but:EN hote:HI to:HI itna:HI sa:HI markar:HI insta:EN pr:EN rone:HI ke:HI layk:HI nhi:HI chodhte:HI,insta,rone ke layk nhi chodhte,0.1,0.85
576,esa karne walo ka kuch nhi ho skta upper caste dusro se jalne me he barbaad ho seats hoti h unke liye ye pdh nhi pate jo reserved h uspe tym waste krte h bahana mil gya apne inability chupane ka,esa:HI karne:HI walo:HI ka:HI kuch:HI nhi:HI ho:HI skta:HI upper:EN caste:EN dusro:HI se:HI jalne:HI me:HI he:HI barbaad:HI ho:HI seats:EN hoti:HI h:EN unke:HI liye:HI ye:HI pdh:EN nhi:HI pate:HI jo:HI reserved:EN h:EN uspe:HI tym:HI waste:EN krte:HI h:EN bahana:HI mil:HI gya:HI apne:HI inability:EN chupane:HI ka:HI,inability,bahana mil gya apne inability chupane ka,0.221,0.579
341,jo apne post ya bio m likhte h love me or hate btw not change me kyu ki tm beshram the beshram ho or beshram hi rhoge be b cd,jo:HI apne:HI post:EN ya:HI bio:EN m:EN likhte:HI h:EN love:EN me:EN or:EN hate:EN btw:EN not:EN change:EN me:HI kyu:HI ki:HI tm:EN beshram:HI the:EN beshram:HI ho:HI or:EN beshram:HI hi:HI rhoge:HI be:EN b:EN cd:EN,bio,jo apne post ya bio m likhte h love me or hate btw not change me,0.15,0.75
209,agar apne idol ki taraf tumhare pyaar aur dedication mein jazba hai sachaai hai toh koi kuch bhi karle kuch bhi keh le tum kabhi fd chhodoge nahi aur agar kisi ko rift ke liye blame kar rahe ho toh socho uss akele insaan ka jazbaa tum sab pe kitna bhaari pad gaya,agar:HI apne:HI idol:EN ki:HI taraf:HI tumhare:HI pyaar:HI aur:HI dedication:EN mein:HI jazba:EN hai:HI sachaai:HI hai:HI toh:HI koi:HI kuch:HI bhi:HI karle:HI kuch:HI bhi:HI keh:HI le:HI tum:HI kabhi:HI fd:EN chhodoge:HI nahi:HI aur:HI agar:HI kisi:HI ko:HI rift:EN ke:HI liye:HI blame:EN kar:HI rahe:HI ho:HI toh:HI socho:HI uss:HI akele:HI insaan:HI ka:HI jazbaa:EN tum:HI sab:HI pe:HI kitna:HI bhaari:HI pad:HI gaya:HI,idol,pyaar aur dedication mein jazba hai sachaai hai,0.767,0.577
50,banda sabanaqvi toh fir maane na ki hum indian hai lekin apne aapko turko ki aulaad bataane se fursat nahi hai muslims ko invaders or kabzedaaro ko hero banaakr baithe hai,banda:HI sabanaqvi:HI toh:HI fir:HI maane:HI na:HI ki:HI hum:HI indian:EN hai:HI lekin:HI apne:HI aapko:HI turko:HI ki:HI aulaad:HI bataane:HI se:HI fursat:HI nahi:HI hai:HI muslims:EN ko:HI invaders:EN or:EN kabzedaaro:HI ko:HI hero:EN banaakr:HI baithe:HI hai:HI,sabanaqvi,maane na ki hum indian hai,0.32,0.498
403,maturity is when you realized that yaari dosti apni jagah paise apne apne,maturity:EN is:EN when:EN you:EN realized:EN that:EN yaari:HI dosti:HI apni:HI jagah:HI paise:HI apne:HI apne:HI,yaari dosti,apni jagah paise apne apne,0.5,0.3
420,lost girl92 ye apne youth se khud hi pareshan hai other youth let s take decision on future for better living pakistan s youth hey bro which ammo is for this gun and where imraan khan wants some medals at world stages,lost:EN girl92:HI ye:HI apne:HI youth:EN se:HI khud:HI hi:HI pareshan:HI hai:HI other:EN youth:EN let:EN s:EN take:EN decision:EN on:EN future:EN for:EN better:EN living:EN pakistan:EN s:EN youth:EN hey:EN bro:EN which:EN ammo:EN is:EN for:EN this:EN gun:EN and:EN where:EN imraan:HI khan:EN wants:EN some:EN medals:EN at:EN world:EN stages:EN,ammo,which ammo is for this gun,0.456,0.557
59,teekhan pm iske leader ne abhi bhi apne handle mein cm rakha hua hai ye to phir pm tha,teekhan:HI pm:EN iske:HI leader:EN ne:HI abhi:HI bhi:HI apne:HI handle:EN mein:HI cm:EN rakha:HI hua:HI hai:HI ye:HI to:HI phir:HI pm:EN tha:HI,leader,abhi bhi apne handle mein cm rakha hua hai,0.22,0.68
341,jo apne post ya bio m likhte h love me or hate btw not change me kyu ki tm beshram the beshram ho or beshram hi rhoge be b cd,jo:HI apne:HI post:EN ya:HI bio:EN m:EN likhte:HI h:EN love:EN me:EN or:EN hate:EN btw:EN not:EN change:EN me:HI kyu:HI ki:HI tm:EN beshram:HI the:EN beshram:HI ho:HI or:EN beshram:HI hi:HI rhoge:HI be:EN b:EN cd:EN,beshram,tm beshram the beshram ho or beshram hi rhoge,0.442,0.798
75,apne baap ko sabse neeche rakha hai khiloda gt gt gt gt gt chindi star,apne:HI baap:HI ko:HI sabse:HI neeche:HI rakha:HI hai:HI khiloda:HI gt:EN gt:EN gt:EN gt:EN gt:EN chindi:EN star:EN,star,chindi,0.1,0.75
208,pehle apne jasminbhasin or jasly fans ko bolo kisne trolling start ki who is real negative otherwise m kyu jasminbhasin ko troll karu likes se hi pata chal raha h ki sara fandom kesa h koi 1 2 nahi h,pehle:HI apne:HI jasminbhasin:HI or:EN jasly:HI fans:EN ko:HI bolo:HI kisne:HI trolling:EN start:EN ki:HI who:EN is:EN real:EN negative:EN otherwise:EN m:EN kyu:HI jasminbhasin:HI ko:HI troll:EN karu:HI likes:EN se:HI hi:HI pata:HI chal:HI raha:HI h:EN ki:HI sara:HI fandom:EN kesa:HI h:EN koi:HI 1:EN 2:EN nahi:HI h:EN,fandom,sara fandom kesa h,0.483,0.767
487,yes doctor amma ko sba kuch ata hai siwaye apne pagal beta ke ilaaj ke,yes:EN doctor:EN amma:HI ko:HI sba:EN kuch:HI ata:HI hai:HI siwaye:HI apne:HI pagal:HI beta:HI ke:HI ilaaj:HI ke:HI,beta,pagal beta ke,0.405,0.51
280,ye army pakistan ki juron me baith gai hai jo department utha kr dekh lo retired army ka bnda uska sadar bna betha ho ga pakistan inhon ne apne baap ki jageer samjha hua hai,ye:HI army:EN pakistan:EN ki:HI juron:HI me:HI baith:HI gai:HI hai:HI jo:HI department:EN utha:HI kr:EN dekh:HI lo:HI retired:EN army:EN ka:HI bnda:HI uska:HI sadar:HI bna:HI betha:HI ho:HI ga:HI pakistan:EN inhon:HI ne:HI apne:HI baap:HI ki:HI jageer:HI samjha:HI hua:HI hai:HI,army,juron me baith gai hai jo department utha kr dekh lo retired army ka bnda uska sadar bna betha ho ga,0.258,0.654
269,dimpy splitsvilla dating show hai ye show mein apne stands lene ka hai kuch bhi blind followers illogical povs pratik for the win pratiksehajpal biggbossott,dimpy:EN splitsvilla:EN dating:EN show:EN hai:HI ye:HI show:EN mein:HI apne:HI stands:EN lene:HI ka:HI hai:HI kuch:HI bhi:HI blind:EN followers:EN illogical:EN povs:HI pratik:HI for:EN the:EN win:EN pratiksehajpal:HI biggbossott:HI,followers,blind followers illogical povs,0.179,0.64
221,who has seen god food parmatma apne atmaon ko kabhi kasht nahin hone dete jo unki sharan mein hain call braham jo 84 lakh yoni mein dal ke rakhta hai hai vah unhen 84 lakh yoni se nikalne nahin deta purn parmatma unhen apni bhakti dekar nikale jaate hain gyan ganga padhen,who:EN has:EN seen:EN god:EN food:EN parmatma:EN apne:HI atmaon:HI ko:HI kabhi:HI kasht:HI nahin:HI hone:HI dete:HI jo:HI unki:HI sharan:HI mein:HI hain:HI call:EN braham:EN jo:HI 84:EN lakh:HI yoni:HI mein:HI dal:HI ke:HI rakhta:HI hai:HI hai:HI vah:HI unhen:HI 84:EN lakh:HI yoni:HI se:HI nikalne:HI nahin:HI deta:HI purn:HI parmatma:EN unhen:HI apni:HI bhakti:HI dekar:HI nikale:HI jaate:HI hain:HI gyan:HI ganga:HI padhen:HI,braham,84 lakh yoni mein dal ke rakhta hai,0.35,0.469
262,pratik ne galat nahi kiya uska todha tone bolne ka sweet nahi hai but uska intention galat nahi tha shamita madam apne jiju ka frustration nikal rahi hai and divya vaidya jaise bajj rahi hai har ladai me and gandi galiyaan de rahi hai aur log usko rubi se compare kre hai,pratik:HI ne:HI galat:HI nahi:HI kiya:HI uska:HI todha:HI tone:EN bolne:HI ka:HI sweet:EN nahi:HI hai:HI but:EN uska:HI intention:EN galat:HI nahi:HI tha:HI shamita:HI madam:EN apne:HI jiju:HI ka:HI frustration:EN nikal:HI rahi:HI hai:HI and:EN divya:HI vaidya:HI jaise:HI bajj:HI rahi:HI hai:HI har:HI ladai:HI me:HI and:EN gandi:HI galiyaan:HI de:HI rahi:HI hai:HI aur:HI log:HI usko:HI rubi:HI se:HI compare:EN kre:HI hai:HI,tone,bolne ka sweet nahi hai,0.509,0.359
595,nalla squad aur naazians twitter pe fake salmanic banne ka drama band kar de to accha hoga salmanic or sidhearts dono hatred face karte hai apne idol ki age ko lekar apne idol ki success ko lekar tumhara drama smjh aata kyu ki tumhe lagta hai bhai naaz aur nalle ko cast,nalla:HI squad:EN aur:HI naazians:HI twitter:EN pe:HI fake:EN salmanic:HI banne:HI ka:HI drama:EN band:HI kar:HI de:HI to:HI accha:HI hoga:HI salmanic:HI or:EN sidhearts:HI dono:HI hatred:EN face:EN karte:HI hai:HI apne:HI idol:EN ki:HI age:EN ko:HI lekar:HI apne:HI idol:EN ki:HI success:EN ko:HI lekar:HI tumhara:HI drama:EN smjh:HI aata:HI kyu:HI ki:HI tumhe:HI lagta:HI hai:HI bhai:HI naaz:HI aur:HI nalle:EN ko:HI cast:EN,drama,smjh aata,0.25,0.8
238,sb loge apne bcheo ko banata ki indian team koi esa player tha jo stamp ke pichhe rh kr match change kr deta h guys follow this account,sb:EN loge:HI apne:HI bcheo:HI ko:HI banata:HI ki:HI indian:EN team:EN koi:HI esa:HI player:EN tha:HI jo:HI stamp:EN ke:HI pichhe:HI rh:HI kr:EN match:EN change:EN kr:EN deta:HI h:EN guys:EN follow:EN this:EN account:EN,player,stamp ke pichhe rh kr match change kr deta h,0.727,0.596
159,scindia kab kiya bhai maratha ne raaj ir maratha lootere the unhone apne sath mulle pindari ko sath rakha or jo aapne padha wo itihash nahi unka pr h maratha khood mughal ke naukar ke naukar the or itihash kholu parathao ka,scindia:HI kab:HI kiya:HI bhai:HI maratha:HI ne:HI raaj:HI ir:EN maratha:HI lootere:HI the:HI unhone:HI apne:HI sath:HI mulle:EN pindari:EN ko:HI sath:HI rakha:HI or:EN jo:HI aapne:HI padha:HI wo:HI itihash:HI nahi:HI unka:HI pr:EN h:EN maratha:HI khood:HI mughal:HI ke:HI naukar:HI ke:HI naukar:HI the:HI or:EN itihash:HI kholu:HI parathao:HI ka:HI,itihash,itihash nahi unka pr h maratha khood mughal ke naukar ke naukar the,0.1,0.75
454,abe yar kam se kam tag to sahi use karo pata nahi kaunsa apne man se spelling ghusa de rahe 8 years of blockbuster express 8yearsofatgchennaiexpress,abe:HI yar:HI kam:HI se:HI kam:HI tag:EN to:EN sahi:HI use:HI karo:HI pata:HI nahi:HI kaunsa:HI apne:HI man:HI se:HI spelling:EN ghusa:HI de:HI rahe:HI 8:EN years:EN of:EN blockbuster:EN express:EN 8yearsofatgchennaiexpress:HI,tag,sahi use karo pata nahi kaunsa apne man se spelling ghusa de rahe,0.333,0.529
15,view k chakkar or paise ki laalach me india chle gye jawaid bhai apne kafil ko dhoka dekar toh ek hi news bar bar repeat krna inke liye kon c badi baat h bhai,view:EN k:HI chakkar:HI or:EN paise:HI ki:HI laalach:HI me:HI india:EN chle:HI gye:HI jawaid:EN bhai:HI apne:HI kafil:HI ko:HI dhoka:HI dekar:HI toh:HI ek:HI hi:HI news:EN bar:EN bar:EN repeat:EN krna:HI inke:HI liye:HI kon:HI c:EN badi:HI baat:HI h:EN bhai:HI,news,ek hi news bar bar repeat krna inke liye kon c badi baat h,0.2,0.65
226,desh hit mai apne abhi tak kya kiya sirf nafrat key ilawa apka logo ka ek he agenda sirf ek jatti dhram ko gali 2 logo mai nafrat bato yeah hai apki deshbhaqti,desh:HI hit:EN mai:HI apne:HI abhi:HI tak:HI kya:HI kiya:HI sirf:HI nafrat:HI key:HI ilawa:HI apka:HI logo:EN ka:HI ek:HI he:HI agenda:EN sirf:HI ek:HI jatti:HI dhram:HI ko:HI gali:HI 2:EN logo:EN mai:HI nafrat:HI bato:HI yeah:EN hai:HI apki:HI deshbhaqti:HI,deshbhaqti,apki deshbhaqti,0.12,0.78
367,lagi padi hai bas parso se unit test shuru aur har baar ki tarah ghanta kuch nahi aata will have to put my work on a pause for 10 days aap bhi bata dijiye apne haal,lagi:HI padi:HI hai:HI bas:HI parso:HI se:HI unit:EN test:EN shuru:HI aur:HI har:HI baar:HI ki:HI tarah:HI ghanta:HI kuch:HI nahi:HI aata:HI will:EN have:EN to:EN put:EN my:EN work:EN on:EN a:EN pause:EN for:EN 10:EN days:EN aap:HI bhi:HI bata:HI dijiye:HI apne:HI haal:HI,unit test,lagi padi hai,0.15,0.75
477,apne fayde k liye khub apni behn beti ko mia bhai s biyah krwaya h tohni to sbko jija bnya h bhikari bc,apne:HI fayde:HI k:HI liye:HI khub:HI apni:HI behn:HI beti:HI ko:HI mia:HI bhai:HI s:EN biyah:HI krwaya:HI h:EN tohni:HI to:HI sbko:HI jija:HI bnya:HI h:EN bhikari:HI bc:EN,bhiyah,apne fayde k liye khub apni behn beti ko mia bhai s biyah krwaya h tohni to sbko jija bnya h bhikari bc,0.25,0.7
193,guys dont give thm footage joh abhi abhi apne matlab ke liye shehnaaz ki praise kar rahe hai ignore nd enjoy footage chaiye bas shehnaazgill,guys:EN dont:EN give:EN thm:EN footage:EN joh:HI abhi:HI abhi:HI apne:HI matlab:HI ke:HI liye:HI shehnaaz:HI ki:HI praise:EN kar:HI rahe:HI hai:HI ignore:EN nd:EN enjoy:EN footage:EN chaiye:HI bas:HI shehnaazgill:HI,shehnaazgill,footage chaiye bas,0.15,0.8
371,hm bhi dropout krne ja rhe apne university se admission lene ja rhe lpu and then 2024 paris me bronze to le hi aayenge,hm:HI bhi:HI dropout:EN krne:HI ja:HI rhe:HI apne:HI university:EN se:HI admission:EN lene:HI ja:HI rhe:HI lpu:EN and:EN then:EN 2024:EN paris:EN me:HI bronze:EN to:EN le:HI hi:HI aayenge:HI,university,dropout krne ja rhe,0.15,0.75
250,ki jai waah applause to you meri jgh apne aap ko tag kiya ree did the same ik everyone is so down rn so,ki:HI jai:HI waah:HI applause:EN to:EN you:EN meri:HI jgh:HI apne:HI aap:HI ko:HI tag:EN kiya:HI ree:HI did:EN the:EN same:EN ik:HI everyone:EN is:EN so:EN down:EN rn:EN so:EN,tag,apne aap ko tag kiya,0.15,0.7
513,khan apne mulk ko pahle dakho baki bad me sochna khane ko roti nahi nikla kasmir lane,khan:EN apne:HI mulk:HI ko:HI pahle:HI dakho:HI baki:HI bad:EN me:HI sochna:HI khane:HI ko:HI roti:HI nahi:HI nikla:HI kasmir:EN lane:EN,mulk,apne mulk ko pahle dakho baki bad me sochna,0.163,0.662
209,agar apne idol ki taraf tumhare pyaar aur dedication mein jazba hai sachaai hai toh koi kuch bhi karle kuch bhi keh le tum kabhi fd chhodoge nahi aur agar kisi ko rift ke liye blame kar rahe ho toh socho uss akele insaan ka jazbaa tum sab pe kitna bhaari pad gaya,agar:HI apne:HI idol:EN ki:HI taraf:HI tumhare:HI pyaar:HI aur:HI dedication:EN mein:HI jazba:EN hai:HI sachaai:HI hai:HI toh:HI koi:HI kuch:HI bhi:HI karle:HI kuch:HI bhi:HI keh:HI le:HI tum:HI kabhi:HI fd:EN chhodoge:HI nahi:HI aur:HI agar:HI kisi:HI ko:HI rift:EN ke:HI liye:HI blame:EN kar:HI rahe:HI ho:HI toh:HI socho:HI uss:HI akele:HI insaan:HI ka:HI jazbaa:EN tum:HI sab:HI pe:HI kitna:HI bhaari:HI pad:HI gaya:HI,insaan,jazbaa tum sab pe kitna bhaari pad gaya,0.717,0.54
20,raffle pe debets karle dango pe karle apne chamcho pe karle pm care fund pe karl mahangai pe karle ye karke dikha pahle sahi mudde pe karle pahle,raffle:EN pe:HI debets:HI karle:HI dango:EN pe:HI karle:HI apne:HI chamcho:HI pe:HI karle:HI pm:EN care:EN fund:EN pe:HI karl:HI mahangai:HI pe:HI karle:HI ye:HI karke:HI dikha:HI pahle:HI sahi:HI mudde:HI pe:HI karle:HI pahle:HI,raffle,debets karle,0.25,0.7
348,chopra1 sai jo physically fit hai jnke physical conduct krwaye jaye please jab apne fake corona report wale bacho ko vhance dia to hume bhi milna chahie hmne to genuine medical lga rakha hai delhipolicemedicalphysical,chopra1:HI sai:HI jo:HI physically:EN fit:EN hai:HI jnke:HI physical:EN conduct:EN krwaye:HI jaye:HI please:EN jab:HI apne:HI fake:EN corona:EN report:EN wale:HI bacho:HI ko:HI vhance:HI dia:EN to:HI hume:HI bhi:HI milna:HI chahie:HI hmne:HI to:HI genuine:EN medical:EN lga:HI rakha:HI hai:HI delhipolicemedicalphysical:HI,medical,genuine lga rakha hai,0.738,0.425
23,inko kyu justification dena h yeh log hai kon pata nahi apne ap ko kya smjhte hai ha hai voh galat fir bhi humko toh voh jo kare sahi lagta hai deal with it nikkitamboli,inko:HI kyu:HI justification:EN dena:HI h:EN yeh:HI log:HI hai:HI kon:HI pata:HI nahi:HI apne:HI ap:HI ko:HI kya:HI smjhte:HI hai:HI ha:HI hai:HI voh:HI galat:HI fir:HI bhi:HI humko:HI toh:HI voh:HI jo:HI kare:HI sahi:HI lagta:HI hai:HI deal:EN with:EN it:EN nikkitamboli:HI,yeh log,pata nahi apne ap ko kya smjhte hai,0.15,0.8
269,dimpy splitsvilla dating show hai ye show mein apne stands lene ka hai kuch bhi blind followers illogical povs pratik for the win pratiksehajpal biggbossott,dimpy:EN splitsvilla:EN dating:EN show:EN hai:HI ye:HI show:EN mein:HI apne:HI stands:EN lene:HI ka:HI hai:HI kuch:HI bhi:HI blind:EN followers:EN illogical:EN povs:HI pratik:HI for:EN the:EN win:EN pratiksehajpal:HI biggbossott:HI,pratik,pratik for the win pratiksehajpal biggbossott,0.782,0.673
597,ji india shahed tum logon ke maata pita ne acchi parvarish ki hogi lekin tum logon ko badla hum musalmaan ne nahi balke bjp walon ne aur yati narsing saraswati jaise logon ne badal diya hai apne hate speeches se yehi satya hai tu chahe maan ya na maan tum log phirse desh ke tukde karaoge,ji:HI india:EN shahed:EN tum:HI logon:HI ke:HI maata:HI pita:HI ne:HI acchi:HI parvarish:HI ki:HI hogi:HI lekin:HI tum:HI logon:HI ko:HI badla:HI hum:HI musalmaan:HI ne:HI nahi:HI balke:HI bjp:EN walon:HI ne:HI aur:HI yati:EN narsing:HI saraswati:HI jaise:HI logon:HI ne:HI badal:HI diya:HI hai:HI apne:HI hate:EN speeches:EN se:HI yehi:HI satya:HI hai:HI tu:HI chahe:HI maan:HI ya:HI na:HI maan:HI tum:HI log:HI phirse:HI desh:HI ke:HI tukde:HI karaoge:HI,hate speeches,badal diya hai,0.15,0.85
298,ab jab problem me samjh nhi aa rha kya bole to apne step father china ko yaad karlo yahi aukat hai porkistanis ki 4 war hindustan se hare 93000 coward soldiers ne surrender kiya kargil me marva li phir bhi kashmir chahiye beggers ko,ab:HI jab:HI problem:EN me:HI samjh:HI nhi:HI aa:HI rha:HI kya:HI bole:HI to:HI apne:HI step:EN father:EN china:EN ko:HI yaad:HI karlo:HI yahi:HI aukat:HI hai:HI porkistanis:HI ki:HI 4:EN war:EN hindustan:HI se:HI hare:HI 93000:HI coward:EN soldiers:EN ne:HI surrender:EN kiya:HI kargil:HI me:HI marva:EN li:HI phir:HI bhi:HI kashmir:HI chahiye:HI beggers:HI ko:HI,kargil,kargil me marva li,0.08,0.82
87,mr and mrs shoaib jahan kahin bhi hain baraye meherbani apne kiye ko ja kar saaf karen aur dobara wahan janey ke zehmat bhi na karen plz share,mr:EN and:EN mrs:EN shoaib:HI jahan:HI kahin:HI bhi:HI hain:HI baraye:HI meherbani:HI apne:HI kiye:HI ko:HI ja:HI kar:HI saaf:HI karen:HI aur:HI dobara:HI wahan:HI janey:HI ke:HI zehmat:HI bhi:HI na:HI karen:HI plz:EN share:EN,kiye,baraye meherbani apne kiye ko ja kar saaf karen,0.05,0.7
539,how did u decide that i haven t done khud hi apne narratives banti ho tum ring master and y shld i believe u that u hv done tumne scuba karne ka aur underwater phobia nalle ko hai ya nhi iska kya connection hai rahulvaidya,how:EN did:EN u:EN decide:EN that:EN i:EN haven:EN t:EN done:EN khud:HI hi:HI apne:HI narratives:EN banti:HI ho:HI tum:HI ring:EN master:EN and:EN y:EN shld:EN i:EN believe:EN u:EN that:EN u:EN hv:EN done:EN tumne:HI scuba:EN karne:HI ka:HI aur:HI underwater:EN phobia:EN nalle:EN ko:HI hai:HI ya:HI nhi:HI iska:HI kya:HI connection:EN hai:HI rahulvaidya:HI,narratives,khud hi apne narratives banti ho,0.542,0.698
498,jammuandkashmir k bare me badi tilmilati aavaz me bolte he zara bagal me b jank liya karo tumhare apne log kya keh rahe hme puchhna chahta hu inhi log ne pakistan zindabad k nare lagaye hote aap kya karte jitna aapka he ussr kayi zyada ye desh hamara he,jammuandkashmir:HI k:HI bare:HI me:HI badi:HI tilmilati:HI aavaz:HI me:HI bolte:HI he:HI zara:HI bagal:HI me:HI b:EN jank:EN liya:HI karo:HI tumhare:HI apne:HI log:HI kya:HI keh:HI rahe:HI hme:HI puchhna:HI chahta:HI hu:HI inhi:HI log:HI ne:HI pakistan:EN zindabad:HI k:HI nare:EN lagaye:HI hote:HI aap:HI kya:HI karte:HI jitna:HI aapka:HI he:HI ussr:EN kayi:HI zyada:HI ye:HI desh:HI hamara:HI he:HI,jammuandkashmir,badi tilmilati aavaz me bolte he zara bagal me b jank liya karo,0.528,0.625
68,suno gor se soniyo walon buri nazar na hmpe dalo chahe jitna zor laglo sabse aage honge ipznians hamne kha hai tumbhi manolo aao hum miljulke waapis laaye apne show ko we want ipzn2,suno:HI gor:HI se:HI soniyo:HI walon:HI buri:HI nazar:HI na:HI hmpe:HI dalo:HI chahe:HI jitna:HI zor:HI laglo:HI sabse:HI aage:HI honge:HI ipznians:HI hamne:HI kha:HI hai:HI tumbhi:HI manolo:EN aao:HI hum:HI miljulke:HI waapis:HI laaye:HI apne:HI show:EN ko:HI we:EN want:EN ipzn2:HI,show,waapis laaye,0.75,0.7
263,ji aap ka performance bhi olympics mai bahute gajab raha aur 23 position par rahe jo ki apne aap me hi gajab hai aap champ hai aur ham sab ko aap par garv hai equestrian,ji:HI aap:HI ka:HI performance:EN bhi:HI olympics:EN mai:HI bahute:HI gajab:HI raha:HI aur:HI 23:EN position:EN par:HI rahe:HI jo:HI ki:HI apne:HI aap:HI me:HI hi:HI gajab:HI hai:HI aap:HI champ:EN hai:HI aur:HI ham:HI sab:HI ko:HI aap:HI par:HI garv:HI hai:HI equestrian:EN,performance,bahute gajab raha aur 23 position par rahe jo ki apne aap me hi gajab hai,0.2,0.7
540,zain apne baby ka nunu ko apne ma ke andar daal wese bhi tum logo mai ye chlta h,zain:HI apne:HI baby:EN ka:HI nunu:EN ko:HI apne:HI ma:HI ke:HI andar:HI daal:HI wese:HI bhi:HI tum:HI logo:EN mai:HI ye:HI chlta:HI h:EN,nunu,apne ma ke andar daal,0.05,0.85
53,mujhe meri mehnat ki kamai wapis karo mujhe apne beti ki shadi karwani hai aur mere kareeb 3 lakh rupee sahara sebi case mein fusse hue hai please mera paisa dedo god is watching,mujhe:HI meri:HI mehnat:HI ki:HI kamai:HI wapis:HI karo:HI mujhe:HI apne:HI beti:HI ki:HI shadi:HI karwani:HI hai:HI aur:HI mere:HI kareeb:HI 3:EN lakh:HI rupee:EN sahara:EN sebi:HI case:EN mein:HI fusse:HI hue:HI hai:HI please:EN mera:HI paisa:HI dedo:HI god:EN is:EN watching:EN,paisa,please mera paisa dedo,0.334,0.584
133,tune to apne pahle tweet me hi kar di thi miyaan,tune:EN to:EN apne:HI pahle:HI tweet:EN me:HI hi:HI kar:HI di:HI thi:HI miyaan:HI,tweet,pahle tweet me hi kar di thi,0.623,0.522
11,d h nair koi apne jeb se nahin deta owaisi bhi nahin deta,d:EN h:EN nair:HI koi:HI apne:HI jeb:HI se:HI nahin:HI deta:HI owaisi:EN bhi:HI nahin:HI deta:HI,owaisi,bhi nahin deta,0.35,0.45
556,agar hindu khatre main hai bhi to forces ko lao aur agar constitution main vishwas nahi h to apne baccho ko bhej do talwaro ke sath choice is in your hands either educate your children with books or hatered,agar:HI hindu:EN khatre:HI main:HI hai:HI bhi:HI to:HI forces:EN ko:HI lao:EN aur:HI agar:HI constitution:EN main:HI vishwas:HI nahi:HI h:EN to:EN apne:HI baccho:HI ko:HI bhej:HI do:HI talwaro:HI ke:HI sath:HI choice:EN is:EN in:EN your:EN hands:EN either:EN educate:EN your:EN children:EN with:EN books:EN or:EN hatered:HI,forces,forces ko lao,0.501,0.618
595,nalla squad aur naazians twitter pe fake salmanic banne ka drama band kar de to accha hoga salmanic or sidhearts dono hatred face karte hai apne idol ki age ko lekar apne idol ki success ko lekar tumhara drama smjh aata kyu ki tumhe lagta hai bhai naaz aur nalle ko cast,nalla:HI squad:EN aur:HI naazians:HI twitter:EN pe:HI fake:EN salmanic:HI banne:HI ka:HI drama:EN band:HI kar:HI de:HI to:HI accha:HI hoga:HI salmanic:HI or:EN sidhearts:HI dono:HI hatred:EN face:EN karte:HI hai:HI apne:HI idol:EN ki:HI age:EN ko:HI lekar:HI apne:HI idol:EN ki:HI success:EN ko:HI lekar:HI tumhara:HI drama:EN smjh:HI aata:HI kyu:HI ki:HI tumhe:HI lagta:HI hai:HI bhai:HI naaz:HI aur:HI nalle:EN ko:HI cast:EN,squad,nalla,0.15,0.65
123,clarke apne fd me hi itni gaaliya khayi hai but what can you say if a person becomes used to it,clarke:EN apne:HI fd:EN me:HI hi:HI itni:HI gaaliya:HI khayi:HI hai:HI but:EN what:EN can:EN you:EN say:EN if:EN a:EN person:EN becomes:EN used:EN to:EN it:EN,clarke,apne fd me hi itni gaaliya khayi hai,0.492,0.748
